COVERAGE,YEAR,MONTH,PRODUCT_GROUP,PRODUCT,MEASUREMENT_UNIT,VOLUME,VALUE,INDEX,STATUS
National,2001,September,Non-Metallic Minerals,Celestite,Tons,10213.0,5361.212,413.747,Final Figures.
National,2001,September,Non-Metallic Minerals,Feldspar,Tons,27955.0,12173.9,75.296,Final Figures.
National,2001,September,Non-Metallic Minerals,Salt,Tons,733396.0,82133.018,99.91,Final Figures.
National,2001,September,Non-Metallic Minerals,Diatomite,Tons,4004.0,7150.343,37.381,Final Figures.
National,2001,September,Non-Metallic Minerals,Sodium Sulfate,Tons,41000.0,31504.4,79.612,Final Figures.
National,2001,September,Non-Metallic Minerals,Magnesium Sulfate,Tons,2156.0,1868.845,60.093,Final Figures.
National,2001,October,Precious Metals,Gold,Kilograms,2764.2,235361.065,65.855,Final Figures.
National,2001,October,Precious Metals,Silver,Kilograms,260747.0,346576.754,117.276,Final Figures.
National,2001,October,Non-Ferrous Industrial Metals,Lead,Tons,11906.0,52144.391,141.844,Final Figures.
National,2001,October,Non-Ferrous Industrial Metals,Copper,Tons,30209.0,420112.392,134.952,Final Figures.
National,2001,October,Non-Ferrous Industrial Metals,Zinc,Tons,40204.0,315460.508,121.43,Final Figures.
National,2001,October,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2001,October,Non-Ferrous Industrial Metals,Arsenic,Tons,166.0,1232.629,388.304,Final Figures.
National,2001,October,Non-Ferrous Industrial Metals,Bismuth,Tons,139.0,10040.551,147.35,Final Figures.
National,2001,October,Non-Ferrous Industrial Metals,Tin,Tons,0.0,9.478,24.0,Final Figures.
National,2001,October,Non-Ferrous Industrial Metals,Cadmium,Tons,143.0,739.113,112.258,Final Figures.
National,2001,October,Non-Ferrous Industrial Metals,Molybdenum,Tons,334.0,15693.622,51.306,Final Figures.
National,2001,October,Steel Metals and Minerals,Non-Coking Coal,Tons,669516.0,202394.813,77.232,Final Figures.
National,2001,October,Steel Metals and Minerals,Coke,Tons,155762.0,234194.397,120.793,Final Figures.
National,2001,October,Steel Metals and Minerals,Iron Pellets,Tons,461195.0,95970.057,71.633,Final Figures.
National,2001,October,Steel Metals and Minerals,Manganese,Tons,600.0,568.551,4.238,Final Figures.
National,2001,October,Non-Metallic Minerals,Sulfur,Tons,72656.0,48604.318,83.745,Final Figures.
National,2001,October,Non-Metallic Minerals,Graphite,Tons,1258.0,2677.669,208.826,Final Figures.
National,2001,October,Non-Metallic Minerals,Barite,Tons,13259.0,9614.071,113.595,Final Figures.
National,2001,October,Non-Metallic Minerals,Dolomite,Tons,54600.0,10865.4,53.096,Final Figures.
National,2001,October,Non-Metallic Minerals,Fluorite,Tons,22139.0,23149.995,25.119,Final Figures.
National,2001,October,Non-Metallic Minerals,Kaolin,Tons,7889.0,5630.777,111.254,Final Figures.
National,2001,October,Non-Metallic Minerals,Silica Sand,Tons,135183.0,28454.909,58.372,Final Figures.
National,2001,October,Non-Metallic Minerals,Gypsum,Tons,348616.0,42605.454,81.466,Final Figures.
National,2001,October,Non-Metallic Minerals,Phosphate Rock,Tons,6251.0,2222.402,7.74,Final Figures.
National,2001,October,Non-Metallic Minerals,Wollastonite,Tons,3610.0,7043.601,92.477,Final Figures.
National,2001,October,Non-Metallic Minerals,Celestite,Tons,8810.0,4624.721,356.909,Final Figures.
National,2001,October,Non-Metallic Minerals,Feldspar,Tons,27045.0,11718.3,72.845,Final Figures.
National,2001,October,Non-Metallic Minerals,Salt,Tons,760904.0,85213.639,103.657,Final Figures.
National,2001,October,Non-Metallic Minerals,Diatomite,Tons,4329.0,7730.134,40.415,Final Figures.
National,2001,October,Non-Metallic Minerals,Sodium Sulfate,Tons,47000.0,36114.8,91.262,Final Figures.
National,2001,October,Non-Metallic Minerals,Magnesium Sulfate,Tons,2066.0,1790.832,57.585,Final Figures.
National,2001,November,Precious Metals,Gold,Kilograms,928.4,76023.168,22.111,Final Figures.
National,2001,November,Precious Metals,Silver,Kilograms,235178.0,287558.122,105.776,Final Figures.
National,2001,November,Non-Ferrous Industrial Metals,Lead,Tons,11936.0,53552.886,142.201,Final Figures.
National,2001,November,Non-Ferrous Industrial Metals,Copper,Tons,32167.0,461499.677,143.699,Final Figures.
National,2001,November,Non-Ferrous Industrial Metals,Zinc,Tons,35306.0,275577.121,106.636,Final Figures.
National,2001,November,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2001,November,Non-Ferrous Industrial Metals,Arsenic,Tons,172.0,1259.012,402.339,Final Figures.
National,2001,November,Non-Ferrous Industrial Metals,Bismuth,Tons,118.0,8062.589,125.088,Final Figures.
National,2001,November,Non-Ferrous Industrial Metals,Tin,Tons,1.0,28.119,80.0,Final Figures.
National,2001,November,Non-Ferrous Industrial Metals,Cadmium,Tons,146.0,744.346,113.032,Final Figures.
National,2001,November,Non-Ferrous Industrial Metals,Molybdenum,Tons,231.0,10563.981,35.484,Final Figures.
National,2001,November,Steel Metals and Minerals,Non-Coking Coal,Tons,706458.0,213562.379,81.494,Final Figures.
National,2001,November,Steel Metals and Minerals,Coke,Tons,164541.0,244450.337,127.601,Final Figures.
National,2001,November,Steel Metals and Minerals,Iron Pellets,Tons,276481.0,65894.871,42.943,Final Figures.
National,2001,November,Steel Metals and Minerals,Manganese,Tons,15047.0,14055.485,106.272,Final Figures.
National,2001,November,Non-Metallic Minerals,Sulfur,Tons,63367.0,41786.832,73.038,Final Figures.
National,2001,November,Non-Metallic Minerals,Graphite,Tons,1221.0,2391.108,202.684,Final Figures.
National,2001,November,Non-Metallic Minerals,Barite,Tons,10256.0,10674.321,87.867,Final Figures.
National,2001,November,Non-Metallic Minerals,Dolomite,Tons,54850.0,10915.15,53.339,Final Figures.
National,2001,November,Non-Metallic Minerals,Fluorite,Tons,15027.0,15489.684,17.05,Final Figures.
National,2001,November,Non-Metallic Minerals,Kaolin,Tons,7805.0,5432.139,110.069,Final Figures.
National,2001,November,Non-Metallic Minerals,Silica Sand,Tons,135879.0,27888.216,58.672,Final Figures.
National,2001,November,Non-Metallic Minerals,Gypsum,Tons,337503.0,40218.771,78.869,Final Figures.
National,2001,November,Non-Metallic Minerals,Phosphate Rock,Tons,5957.0,2087.922,7.376,Final Figures.
National,2001,November,Non-Metallic Minerals,Wollastonite,Tons,1599.0,3119.866,40.961,Final Figures.
National,2001,November,Non-Metallic Minerals,Celestite,Tons,9551.0,5013.807,386.928,Final Figures.
National,2001,November,Non-Metallic Minerals,Feldspar,Tons,25812.0,11025.0,69.524,Final Figures.
National,2001,November,Non-Metallic Minerals,Salt,Tons,718400.0,80453.616,97.867,Final Figures.
National,2001,November,Non-Metallic Minerals,Diatomite,Tons,4447.0,7940.858,41.517,Final Figures.
National,2001,November,Non-Metallic Minerals,Sodium Sulfate,Tons,44500.0,34193.8,86.408,Final Figures.
National,2001,November,Non-Metallic Minerals,Magnesium Sulfate,Tons,1078.0,934.423,30.047,Final Figures.
National,2001,December,Precious Metals,Gold,Kilograms,2663.0,211881.579,63.449,Final Figures.
National,2001,December,Precious Metals,Silver,Kilograms,251757.0,336265.17,113.233,Final Figures.
National,2001,December,Non-Ferrous Industrial Metals,Lead,Tons,13529.0,59896.164,161.179,Final Figures.
National,2001,December,Non-Ferrous Industrial Metals,Copper,Tons,29027.0,405561.076,129.672,Final Figures.
National,2001,December,Non-Ferrous Industrial Metals,Zinc,Tons,36599.0,305090.971,110.541,Final Figures.
National,2001,December,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2001,December,Non-Ferrous Industrial Metals,Arsenic,Tons,177.0,1331.63,414.035,Final Figures.
National,2001,December,Non-Ferrous Industrial Metals,Bismuth,Tons,119.0,8104.197,126.148,Final Figures.
National,2001,December,Non-Ferrous Industrial Metals,Tin,Tons,0.0,12.076,24.0,Final Figures.
National,2001,December,Non-Ferrous Industrial Metals,Cadmium,Tons,141.0,622.346,110.71,Final Figures.
National,2001,December,Non-Ferrous Industrial Metals,Molybdenum,Tons,241.0,11510.01,37.02,Final Figures.
National,2001,December,Steel Metals and Minerals,Non-Coking Coal,Tons,642460.0,194215.692,74.111,Final Figures.
National,2001,December,Steel Metals and Minerals,Coke,Tons,152237.0,226792.559,118.06,Final Figures.
National,2001,December,Steel Metals and Minerals,Iron Pellets,Tons,361664.0,84708.859,56.174,Final Figures.
National,2001,December,Steel Metals and Minerals,Manganese,Tons,3425.0,3177.908,24.19,Final Figures.
National,2001,December,Non-Metallic Minerals,Sulfur,Tons,73339.0,48039.744,84.532,Final Figures.
National,2001,December,Non-Metallic Minerals,Graphite,Tons,380.0,791.994,63.079,Final Figures.
National,2001,December,Non-Metallic Minerals,Barite,Tons,15770.0,11196.357,135.108,Final Figures.
National,2001,December,Non-Metallic Minerals,Dolomite,Tons,55902.0,11124.498,54.362,Final Figures.
National,2001,December,Non-Metallic Minerals,Fluorite,Tons,30764.0,31044.876,34.905,Final Figures.
National,2001,December,Non-Metallic Minerals,Kaolin,Tons,8443.0,5866.982,119.066,Final Figures.
National,2001,December,Non-Metallic Minerals,Silica Sand,Tons,151401.0,30698.938,65.375,Final Figures.
National,2001,December,Non-Metallic Minerals,Gypsum,Tons,282521.0,34275.009,66.02,Final Figures.
National,2001,December,Non-Metallic Minerals,Phosphate Rock,Tons,5912.0,6205.077,7.321,Final Figures.
National,2001,December,Non-Metallic Minerals,Wollastonite,Tons,1421.0,2772.564,36.402,Final Figures.
National,2001,December,Non-Metallic Minerals,Celestite,Tons,8901.0,4672.596,360.596,Final Figures.
National,2001,December,Non-Metallic Minerals,Feldspar,Tons,29410.0,12477.8,79.215,Final Figures.
National,2001,December,Non-Metallic Minerals,Salt,Tons,723116.0,80981.761,98.509,Final Figures.
National,2001,December,Non-Metallic Minerals,Diatomite,Tons,4176.0,7456.904,38.977,Final Figures.
National,2001,December,Non-Metallic Minerals,Sodium Sulfate,Tons,48000.0,36883.2,93.204,Final Figures.
National,2001,December,Non-Metallic Minerals,Magnesium Sulfate,Tons,898.0,778.397,25.03,Final Figures.
National,2002,January,Precious Metals,Gold,Kilograms,846.4,70184.13,20.157,Final Figures.
National,2002,January,Precious Metals,Silver,Kilograms,253595.0,320984.418,114.06,Final Figures.
National,2002,January,Non-Ferrous Industrial Metals,Lead,Tons,10897.0,51229.473,129.823,Final Figures.
National,2002,January,Non-Ferrous Industrial Metals,Copper,Tons,31249.0,466749.516,139.598,Final Figures.
National,2002,January,Non-Ferrous Industrial Metals,Zinc,Tons,35160.0,278627.228,106.195,Final Figures.
National,2002,January,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2002,January,Non-Ferrous Industrial Metals,Arsenic,Tons,152.0,1105.341,355.556,Final Figures.
National,2002,January,Non-Ferrous Industrial Metals,Bismuth,Tons,90.0,5863.312,95.406,Final Figures.
National,2002,January,Non-Ferrous Industrial Metals,Tin,Tons,1.0,35.496,72.0,Final Figures.
National,2002,January,Non-Ferrous Industrial Metals,Cadmium,Tons,145.0,730.062,112.258,Final Figures.
National,2002,January,Non-Ferrous Industrial Metals,Molybdenum,Tons,325.0,15967.478,49.77,Final Figures.
National,2002,January,Steel Metals and Minerals,Non-Coking Coal,Tons,467555.0,148986.474,53.935,Final Figures.
National,2002,January,Steel Metals and Minerals,Coke,Tons,110153.0,163810.358,85.424,Final Figures.
National,2002,January,Steel Metals and Minerals,Iron Pellets,Tons,422635.0,90515.762,65.644,Final Figures.
National,2002,January,Steel Metals and Minerals,Manganese,Tons,967.0,837.833,6.83,Final Figures.
National,2002,January,Non-Metallic Minerals,Sulfur,Tons,73652.0,47491.085,84.893,Final Figures.
National,2002,January,Non-Metallic Minerals,Graphite,Tons,598.0,1262.429,99.267,Final Figures.
National,2002,January,Non-Metallic Minerals,Barite,Tons,8736.0,6403.452,74.845,Final Figures.
National,2002,January,Non-Metallic Minerals,Dolomite,Tons,25445.0,5063.571,24.744,Final Figures.
National,2002,January,Non-Metallic Minerals,Fluorite,Tons,48901.0,48397.763,55.483,Final Figures.
National,2002,January,Non-Metallic Minerals,Kaolin,Tons,2030.0,1349.122,28.628,Final Figures.
National,2002,January,Non-Metallic Minerals,Silica Sand,Tons,130438.0,24697.287,56.323,Final Figures.
National,2002,January,Non-Metallic Minerals,Gypsum,Tons,315855.0,37305.174,73.81,Final Figures.
National,2002,January,Non-Metallic Minerals,Phosphate Rock,Tons,337.0,119.604,0.417,Final Figures.
National,2002,January,Non-Metallic Minerals,Wollastonite,Tons,1895.0,3758.956,48.544,Final Figures.
National,2002,January,Non-Metallic Minerals,Celestite,Tons,5491.0,2772.421,222.45,Final Figures.
National,2002,January,Non-Metallic Minerals,Feldspar,Tons,21376.0,9988.956,57.576,Final Figures.
National,2002,January,Non-Metallic Minerals,Salt,Tons,604406.0,66406.087,82.337,Final Figures.
National,2002,January,Non-Metallic Minerals,Diatomite,Tons,3346.0,8313.472,31.238,Final Figures.
National,2002,January,Non-Metallic Minerals,Sodium Sulfate,Tons,46000.0,33585.522,89.32,Final Figures.
National,2002,January,Non-Metallic Minerals,Magnesium Sulfate,Tons,1200.0,1125.29,33.447,Final Figures.
National,2002,February,Precious Metals,Gold,Kilograms,1918.8,165842.602,45.722,Final Figures.
National,2002,February,Precious Metals,Silver,Kilograms,200065.0,246085.426,89.983,Final Figures.
National,2002,February,Non-Ferrous Industrial Metals,Lead,Tons,8324.0,36359.409,99.169,Final Figures.
National,2002,February,Non-Ferrous Industrial Metals,Copper,Tons,27970.0,428642.104,124.95,Final Figures.
National,2002,February,Non-Ferrous Industrial Metals,Zinc,Tons,33922.0,260201.963,102.456,Final Figures.
National,2002,February,Non-Ferrous Industrial Metals,Antimony,Tons,0.0,0.0,0.0,Final Figures.
National,2002,February,Non-Ferrous Industrial Metals,Arsenic,Tons,153.0,1105.073,357.895,Final Figures.
National,2002,February,Non-Ferrous Industrial Metals,Bismuth,Tons,80.0,5133.636,84.806,Final Figures.
National,2002,February,Non-Ferrous Industrial Metals,Tin,Tons,1.0,50.9,104.0,Final Figures.
National,2002,February,Non-Ferrous Industrial Metals,Cadmium,Tons,128.0,639.78,99.097,Final Figures.
National,2002,February,Non-Ferrous Industrial Metals,Molybdenum,Tons,433.0,22806.452,66.513,Final Figures.
National,2002,February,Steel Metals and Minerals,Non-Coking Coal,Tons,468983.0,149441.335,54.1,Final Figures.
National,2002,February,Steel Metals and Minerals,Coke,Tons,101593.0,153301.428,78.785,Final Figures.
National,2002,February,Steel Metals and Minerals,Iron Pellets,Tons,473341.0,106799.95,73.52,Final Figures.
National,2002,February,Steel Metals and Minerals,Manganese,Tons,5952.0,5122.01,42.037,Final Figures.
National,2002,February,Non-Metallic Minerals,Sulfur,Tons,71675.0,45903.568,82.614,Final Figures.
National,2002,February,Non-Metallic Minerals,Graphite,Tons,1061.0,2224.682,176.124,Final Figures.
National,2002,February,Non-Metallic Minerals,Barite,Tons,9708.0,7068.114,83.172,Final Figures.
National,2002,February,Non-Metallic Minerals,Dolomite,Tons,14336.0,2852.802,13.94,Final Figures.
National,2002,February,Non-Metallic Minerals,Fluorite,Tons,51763.0,50883.52,58.73,Final Figures.
National,2002,February,Non-Metallic Minerals,Kaolin,Tons,4091.0,2682.015,57.693,Final Figures.
National,2002,February,Non-Metallic Minerals,Silica Sand,Tons,132900.0,24824.087,57.386,Final Figures.
National,2002,February,Non-Metallic Minerals,Gypsum,Tons,238701.0,27812.441,55.78,Final Figures.
National,2002,February,Non-Metallic Minerals,Phosphate Rock,Tons,350.0,123.508,0.433,Final Figures.
National,2002,February,Non-Metallic Minerals,Wollastonite,Tons,2825.0,5603.721,72.368,Final Figures.
National,2002,February,Non-Metallic Minerals,Celestite,Tons,7068.0,3546.901,286.337,Final Figures.
National,2002,February,Non-Metallic Minerals,Feldspar,Tons,24017.0,11147.025,64.689,Final Figures.
National,2002,February,Non-Metallic Minerals,Salt,Tons,618481.0,67550.495,84.255,Final Figures.
National,2002,February,Non-Metallic Minerals,Diatomite,Tons,4608.0,11449.037,43.02,Final Figures.
National,2002,February,Non-Metallic Minerals,Sodium Sulfate,Tons,42000.0,30665.042,81.553,Final Figures.
National,2002,February,Non-Metallic Minerals,Magnesium Sulfate,Tons,900.0,843.967,25.085,Final Figures.
National,2002,March,Precious Metals,Gold,Kilograms,1714.2,147106.108,40.838,Final Figures.
National,2002,March,Precious Metals,Silver,Kilograms,242240.0,305999.035,108.952,Final Figures.
National,2002,March,Non-Ferrous Industrial Metals,Lead,Tons,11488.0,50069.238,136.864,Final Figures.
National,2002,March,Non-Ferrous Industrial Metals,Copper,Tons,27311.0,430021.757,122.006,Final Figures.
National,2002,March,Non-Ferrous Industrial Metals,Zinc,Tons,33211.0,267805.952,100.309,Final Figures.
National,2002,March,Non-Ferrous Industrial Metals,Antimony,Tons,1.0,0.0,3.158,Final Figures.
National,2002,March,Non-Ferrous Industrial Metals,Arsenic,Tons,155.0,1116.627,362.573,Final Figures.
National,2002,March,Non-Ferrous Industrial Metals,Bismuth,Tons,89.0,5696.447,94.346,Final Figures.
National,2002,March,Non-Ferrous Industrial Metals,Tin,Tons,1.0,25.264,56.0,Final Figures.
National,2002,March,Non-Ferrous Industrial Metals,Cadmium,Tons,89.0,444.63,68.903,Final Figures.
National,2002,March,Non-Ferrous Industrial Metals,Molybdenum,Tons,70.0,2776.333,10.753,Final Figures.
National,2002,March,Steel Metals and Minerals,Non-Coking Coal,Tons,485767.0,154789.536,56.036,Final Figures.
National,2002,March,Steel Metals and Minerals,Coke,Tons,111773.0,159950.158,86.68,Final Figures.
National,2002,March,Steel Metals and Minerals,Iron Pellets,Tons,418801.0,93589.371,65.048,Final Figures.
National,2002,March,Steel Metals and Minerals,Manganese,Tons,2876.0,2468.559,20.312,Final Figures.
National,2002,March,Non-Metallic Minerals,Sulfur,Tons,73523.0,46965.145,84.744,Final Figures.
